# in_testing: False
# method: euler
# panel: Control_no_firing
# simulation_clock: 0.05000000000000000278
# C: 0.00050000000000000001
# E_leak: -70
# theta: 100
# v_reset: -55
# g_L: 0.00000002500000000000
# g_ampa: 0.00000000005000000000
# g_gaba: 0.00000000004000000000
# g_nmda: 0.00000000090000000000
# tau_ampa_ms: 2
# tau_gaba_ms: 5
# tau_nmda_rise: 2
# tau_nmda_decay: 100
# up_state: {'N': 2000, 'nu': 82, 'N_nmda': 10, 'nu_nmda': 10}
# down_state: {'N_E': 100, 'gamma': 4, 'nu': 10, 'N_nmda': 10, 'nu_nmda': 2}
# smoothened_rate_width: 10
N,v_steady,g_e_steady,g_i_steady,g_nmda_steady,x_nmda_steady,s_nmda_steady,v_mean,v_var,g_e_mean,g_e_var,g_i_mean,g_i_var,g_nmda_mean,g_nmda_var,x_nmda_mean,x_nmda_var,s_nmda_mean,s_nmda_var,mean_rate,num_spikes,mean_isi,std_isi,cv_isi
44,-69.13477271941192725535,0.29519999999999896323,0.13119999999999870655,0.03829642917840046790,0.19999999999999945599,0.90909090909089884658,-69.13523590198258261807,0.03754963560361851416,0.29508044475729799938,0.00748068061447011625,0.13215746002692946304,0.00263720638022428002,0.03671860628720872988,0.00001089054198131809,0.20063320009433596725,0.10083137984974442636,0.87164745338926696849,0.00607244258671320748,0.00000000000000000000,0,,,
45,-69.14180893821396978183,0.29519999999999896323,0.14759999999999870446,0.03828050766279566391,0.19999999999999945599,0.90909090909089884658,-69.14181448084013936750,0.03747648573489845841,0.29526200597461077502,0.00744679884323667159,0.14814674779490483170,0.00288450544483550035,0.03660677720195138624,0.00001219759065181908,0.19876401420248793195,0.09984206143553148172,0.86951786974550782094,0.00684844602676813307,0.00000000000000000000,0,,,
46,-69.11942836404311663046,0.30339999999999900382,0.14759999999999870446,0.03833117213953018965,0.19999999999999945599,0.90909090909089884658,-69.12010357426555628990,0.03738286412947657705,0.30280894058481838682,0.00765943026283709069,0.14676966626573709207,0.00294570760380556511,0.03687119087070751811,0.00001030454041653812,0.20483264677067172799,0.10334681027897434091,0.87460283792281912074,0.00579851643875194112,0.00000000000000000000,0,,,
47,-69.09706218969358815229,0.31159999999999898890,0.14759999999999870446,0.03838186771156078259,0.19999999999999945599,0.90909090909089884658,-69.09786493666064188801,0.03760064391849396448,0.31140969891100739320,0.00786573949077822368,0.14805239272996756350,0.00304084239306079635,0.03665560350197171607,0.00001163996877675116,0.19666666666129176133,0.10029082188307675283,0.86835305382283434206,0.00653809525939429148,0.00000000000000000000,0,,,
48,-69.07471040132784878551,0.31979999999999897398,0.14759999999999870446,0.03843259435861031553,0.19999999999999945599,0.90909090909089884658,-69.07561568927074802104,0.03738501374958631829,0.31952591622879794597,0.00807513783651059303,0.14821534613454970253,0.00299976514913737535,0.03676822419656681357,0.00001088868962297336,0.19659299853528297564,0.10012896098048232330,0.86983254480813632092,0.00606728215001236474,0.00000000000000000000,0,,,
49,-69.05237298512609811496,0.32799999999999901457,0.14759999999999870446,0.03848335206037945683,0.19999999999999945599,0.90909090909089884658,-69.05312119635465251122,0.03722157980578021108,0.32788181538309424390,0.00834608433173789251,0.14874841561017379532,0.00300639823732336275,0.03683741558608173705,0.00001082836306089717,0.19706661934344871234,0.09928858562576541036,0.87033666455209279800,0.00601901549629508745,0.00000000000000000000,0,,,
50,-69.05944891655408923725,0.32799999999999901457,0.16399999999999870237,0.03846726640524551766,0.19999999999999945599,0.90909090909089884658,-69.06039598362508513674,0.03784323211321109770,0.32773502428963624533,0.00838657823395736780,0.16514581320330043446,0.00325620083371871722,0.03688963587881644024,0.00001162722876178422,0.20143321947085249257,0.10096916425001527251,0.87192852218559224742,0.00646540707749303310,0.00000000000000000000,0,,,
51,-69.03713802304275759525,0.33619999999999899964,0.16399999999999870237,0.03851800727873050390,0.19999999999999945599,0.90909090909089884658,-69.04012294051175047116,0.03817135183889799888,0.33498237264939795255,0.00844111030675944070,0.16356722557110620064,0.00320876693651551623,0.03689914867428614742,0.00001121628934811709,0.20193944491549459253,0.10265023018191975213,0.87109182458114142733,0.00624358110410587561,0.00000000000000000000,0,,,
52,-69.01484145706845652057,0.34439999999999904023,0.16399999999999870237,0.03856877912615538917,0.19999999999999945599,0.90909090909089884658,-69.01653243839048457176,0.03796117554249189147,0.34388420684462428500,0.00872298761175059785,0.16458687213732850485,0.00328017425232884734,0.03689825829173222493,0.00001161965711384521,0.19756195365797607488,0.10074163437955527267,0.86983857450764257013,0.00638950007527467907,0.00000000000000000000,0,,,
53,-68.99255920488970161841,0.35259999999999902531,0.16399999999999870237,0.03861958192720716526,0.19999999999999945599,0.90909090909089884658,-68.99502861138468290392,0.03789440455932418378,0.35166937576200552051,0.00892231051300053542,0.16425300359661937355,0.00327459373077572174,0.03699320024201140783,0.00001206913591684282,0.20012122226940190495,0.10084024008679069728,0.87108789117707596805,0.00664473413004030775,0.00000000000000000000,0,,,
